id,HI,P,Psi,PET,PETsi,CORR,TA,ELEV
AT-0001,1.39037589924015,1115.07440944129,0.258493741727671,801.994920978333,0.451941552288069,0.883710700005215,5.82452314553268,998.051162790698
AT-0003,1.38611549094992,1077.36451577721,0.278162267450453,777.254509318615,0.502766935131237,0.877155048271414,5.5641215818602,1296.04343060893
AT-0004,1.74706397185436,1336.43561901499,0.28072543036921,764.960894704089,0.48210707798267,0.863377529294999,4.98374238194006,1538.80591950548
AT-0005,1.45950568899317,1270.65708164744,0.266931752364087,870.60783060325,0.501589720961828,0.878194879132184,8.11521428426022,827.874233604967
AT-0006,1.69674595552173,1315.38712197412,0.292376902583669,775.241053437285,0.509491352415392,0.85989444358074,5.21793848004295,1441.1903987863
AT-0008,1.04726041331278,930.852304401208,0.364756904578515,888.845116809731,0.49925772557999,0.936807189850563,7.94210573119577,739.86409480585
AT-0011,1.88399424759553,1372.79456027555,0.23195368112088,728.661757872986,0.447385809601628,0.906299688818336,3.85347159532739,1105.79203352206
AT-0014,1.14109825891112,937.977291546015,0.315473114322039,821.995199993619,0.510227219090227,0.925704796742804,6.97486195307276,1005.71666512873
AT-0016,1.96288136392835,1415.46421998107,0.220932603663085,721.115522309653,0.442931407816731,0.893254105318028,3.73692588672972,1031.79688061724
AT-0018,2.11917657389335,1476.4709391395,0.214193510718078,696.719167873269,0.431581846706415,0.933494673397239,2.90839916219029,1198.69420259078
AT-0030,1.87342611000663,1413.5,0.238356325904964,754.5,0.443450408659156,0.868793250746766,3.01527778276553,1400.57995735608
AT-0032,1.75809761993127,1468.835873641,0.21107260590099,835.468893757123,0.547315806814731,0.558505598123265,8.44542795632021,993.728037276963
AT-0034,1.51885690625629,1227.55079252559,0.27647319809048,808.207005853684,0.450891900489712,0.939277261709778,5.36523620808549,1006.35580663712
AT-0036,1.22808766513477,1015.24771890848,0.305765840419454,826.689940572829,0.490009752070046,0.927879335595794,6.54554667660918,849.235476011994
AT-0040,2.94625488819813,1836.4375,0.162140239821212,623.3125,0.366907316421003,0.885522854628523,-0.232291674978721,1576.73953021171
AT-0042,1.45383222691611,1133.64705882353,0.261519302615193,779.764705882353,0.464544357272179,0.89301722957962,5.68480391124738,1148.43746457585
AT-0044,2.18770176787087,1581.22222222222,0.215855058206263,722.777777777778,0.444273635664873,0.915902562857836,1.5078703733851,1889.31571895151
AT-0045,1.4935316544161,1185.74604260681,0.273538908213171,793.920931706255,0.492106894578758,0.950082271024002,5.59776828998448,1187.35639837869
AT-0047,1.5032967032967,1154.25,0.272146415421269,767.8125,0.511925111925112,0.852146506069578,5.5447916581373,1657.53483768804
AT-0049,1.46543261585707,1256.77141307804,0.273380258968764,857.611192407509,0.458206712902198,0.886298503696541,5.53116887624761,1551.70005271481
AT-0051,1.85119047619048,1387.53846153846,0.243153342942677,749.538461538461,0.430418719211823,0.927226507982433,2.26217946094962,1660.06094727435
AT-0053,1.95405214940099,1386.4,0.161761877284093,709.5,0.372868217054264,0.84807768780416,0.509166659414769,1946.01815823606
AT-0055,1.59053069719043,1222.8,0.267582597317632,768.8,0.436697884148456,0.924707379485108,2.91000001691282,1598.37229437229
AT-0057,1.37346601209812,1197.26759451433,0.322629513560551,871.71257531548,0.491008470928132,0.920294124152653,7.5568782891639,1652.02903443619
AT-0059,1.45746041911885,1232.95513673272,0.31346877121182,845.961317754442,0.438180312413896,0.950482565781463,5.46853678319697,2104.89076072651
AT-0060,1.82309508978216,1378.69687910984,0.183967718264186,756.239697444736,0.426104333333385,0.863349659188407,1.74769812514428,1662.19262943127
AT-0062,1.47971904898721,1204.40851396818,0.22906501200849,813.944048900724,0.451258600003694,0.873659410026276,3.70210794237486,1905.36589177574
AT-0069-a,1.34900666804152,1090.22222222222,0.280404946324229,808.166666666667,0.517288788066268,0.94514967586873,6.29768518662011,1328.82595896521
AT-0071-a,1.28436383204023,1070.5454057923,0.287631022418594,833.521918856685,0.523086333628335,0.937192560635052,6.64975187297024,1114.761385172
AT-0084,1.14611178614824,943.25,0.28726035868893,823,0.495139732685298,0.913401304532248,6.97291662916541,771.312348668281
AT-0085,1.13443338995389,935,0.290516934046346,824.2,0.487988352341665,0.918701914999017,7.0166666607062,641.108969607116
AU-0003,1.85187991548786,1727.86159263514,0.220641430913969,933.031120530272,0.429368146281165,-0.821039043300727,7.60361355088525,716.140418855885
CH-0001,1.46591549295775,1301,0.0959518319241609,887.5,0.487323943661972,0.439580031111122,8.0624999916181,698.402985074627
CH-0020,0.915262565753959,875.838882183435,0.0965809949607918,956.926367311823,0.466134709479201,0.0790838472295231,6.82598074796762,2339.8733455482
CH-0022,1.03650935762498,937.960146941488,0.0855759094224621,904.922025104232,0.432854786012001,-0.487400436641651,5.02844901702116,2035.16045650446
CH-0023,1.57671375384275,1371.15087530173,0.0972828358706594,869.62574656305,0.493171624763328,0.51889616318209,7.69454529587316,684.372727272727
CH-0024,1.71736322287293,1471.78425687838,0.0888943984713906,857.002314522766,0.499808874560547,0.382253740699814,7.15165645953078,693.538374717833
CH-0025,1.57220266416932,1354.45294579207,0.0989319432483427,861.500223005725,0.50493882010644,0.56515391568374,7.79817781960398,628.365284974093
CH-0026,1.50259965337955,1300.5,0.101883890811226,865.5,0.507798960138648,0.605821067035984,8.09166671335697,614.135593220339
CH-0027,1.16071428571429,1033.15789473684,0.0809135676685346,890.105263157895,0.532757805108798,0.323347144978436,8.67500001257449,518.543040429658
CN-0018,0.956273843861116,1161.92961265688,0.738752275677971,1215.05949380085,0.199196648342717,0.526282724315609,15.8317059099522,1516.01121313216
